COMP ID,S100/8123,S101/8118,S102/8145,S103/8150,S104/8162,S105/8151,S106/8079,S107/8192,S108/8103,S109/8446,S110/8096,S111/8449,S112/8459,S113/8451,S114/8452,S115/8234,S116/8209,S117/8026,S118/8490,S119/8130,S120/8477,S121/8264,S122/8134,S123/8176,S124/8220,S125/8210,S126/8135,S127/8112,S128/8202,S129/8204,S130/8507,S131/8274,S132/8297,S133/8222,S134/8546,S135/8381,S136/8391,S137/8574,S138/8047,S139/8583,S140/8013,S141/8080,S142/8621,S143/8071,S144/8417,S145/8371,S146/8430,S147/8639,S148/8242,S149/8312
,"452,367","88,758","151,922","249,820","164,067","150,124","450,946","1,751,894","363,989","219,275","272,815","1,651,066","857,944","169,940","163,266","624,185","1,370,333","1,273,018","819,248","44,527","322,370","135,131","606,908",,"174,384","297,241","203,652","424,470","86,869","504,280","279,040","1,323,601","110,372","687,404","290,790","199,908","136,053","195,591","454,656","217,113","1,919,309","272,431","1,201,598","284,268","894,812","459,786","424,799","288,826","376,156","498,189"
HMDB13989,,,,,,,,,"2,909,063",,,,,,,,,,,,,"204,089","66,392",,"22,331",,,,,,,,,,,,,"2,720,514",,,,,,,,,,,,
,,,,,,,,,"65,363,132",,,,,"2,396,316",,,,,,"5,219,217",,"12,314,669","2,323,978","266,146","9,496,230",,,,,,,,,,,,,"112,098,240","498,616",,,,,,,"36,311",,,,"181,580"
,"475,916","273,278","556,773","172,666","271,502","75,297","447,032","2,765,943",,"1,343,541","54,309","418,287","361,921","108,774","8,551","98,590","121,966","419,155","204,825","217,210","56,183",,"461,999","58,406","169,207","147,579",,"247,159",,"567,556","153,457","807,572",,"243,961","5,653","430,803","6,395","136,297",,"95,732",,"128,277","52,848","306,510","265,350","150,647","95,928","79,880","240,518","110,859"
,"28,983","26,484","28,232","50,478",,"37,851","5,048,021",,,"55,487","44,890","45,744","30,394","59,764","33,121","55,694","112,616","47,710","60,420","87,150","41,634","157,067","117,242","38,370","45,040","140,792","27,161","119,487","146,770","25,484","42,333","40,071","33,329","234,855","127,905","45,421","38,419","19,606","43,380","52,424","334,982","27,796","79,298","39,452","45,714","98,375","43,776","179,214","73,228","27,790"
HMDB05060,"22,607,340","7,855,458","23,224,120","7,419,457","15,910,013","21,833,312","30,744,540","46,118,344","9,525,026","36,681,648","16,903,332","33,418,704","29,111,732","13,966,618","11,938,286","22,815,896","3,353,844","45,133,600","11,823,296","13,416,287","11,112,680","13,150,486","22,114,552","11,406,070","14,363,795","15,820,987","4,602,220","20,829,556","15,826,688","21,774,676","9,326,887","18,124,608","24,877,438","25,470,020","20,935,608","48,199,000","13,121,752","34,701,712","16,480,441","13,560,334","27,014,610","16,423,104","5,553,677","28,493,220","43,774,008","22,002,148","20,930,000","17,859,200","16,698,171","43,068,240"
HMDB02925,"19,218,146","6,149,824","21,913,880","6,896,717","12,180,008","17,060,540","29,122,128","52,680,044","7,210,834","31,409,012","16,192,322","25,990,224","31,801,934","11,007,682","7,937,372","19,262,020","4,299,664","38,948,472","14,318,121","12,999,026","8,243,437","10,494,868","17,303,464","11,526,401","13,743,273","17,322,400","5,101,092","20,212,638","14,598,223","22,388,284","9,335,179","20,841,506","17,808,956","26,291,736","11,975,842","33,384,072","15,849,508","31,050,288","13,344,371","14,072,057","18,105,714","13,884,662","5,434,937","27,169,144","32,675,840","15,919,753","21,378,076","14,342,722","14,661,346","31,035,044"
,"870,892","368,192","434,055","454,914","354,379","328,559","868,855","1,669,864","542,783","524,398","737,253","483,885","917,510","773,211","281,453","878,402","372,816","469,958","908,762","297,579","597,723","323,638","689,989","374,360","566,628","538,814","481,108","169,894","443,231","347,215","567,577","704,455","269,120","724,319","449,356","817,700","776,466","292,531","1,330,182","620,353","429,335","330,020","543,657","679,503","340,909","669,297","1,582,382","750,027","651,127","358,785"
,"532,515",,"218,628","261,851","122,871","76,358","57,846","277,802","50,558","515,706","591,933","149,770","2,192,277","492,072","218,037","239,149",,"163,090","50,654","300,701","173,987","114,888","689,260","417,296","473,247","2,028,398","330,996","472,736","680,938","332,418","668,439","303,531","117,680","568,659","109,828","235,873","1,612,434","216,398","1,000,766","42,982",,"889,404","357,364","1,240,392","154,084","252,889","432,424","354,463","409,441","296,906"
,"531,903","315,587","250,102","217,852","294,839","259,542","559,783","968,797","378,640","370,898","470,933","341,952","571,991","589,792","274,998","557,913","220,235","357,622","371,656","286,104","493,345","261,004","515,035","183,635","404,352","370,972","210,737","155,910","222,096","266,485","419,895","340,407","294,590","437,374","330,289","760,449","415,314","193,889","864,823","302,519","436,433","283,349","342,847","482,076","285,725","387,877","544,160","564,124","475,172","304,476"
,"1,465,264","10,783,368","192,180","716,669","8,765,775","489,058","5,540,380","4,383,806","400,798",,"4,253,092","1,339,130",,"555,342","4,844,548","143,409","1,209,740",,"79,818,256","213,329","923,001","1,325,385",,"300,801","253,986","18,773,344","2,273,053","3,274,881","2,002,733","11,839,885","775,656","128,371","231,690","10,447,843","36,933,568","132,739","782,702","1,444,780","1,848,843","1,031,933","627,167","417,430","690,936","168,940","958,694",,"5,442,920","1,212,125","1,096,422","550,077"
HMDB03349,"3,145,732","1,108,867","859,172","2,850,805","1,697,892","2,606,794","2,780,596","3,412,371","930,466","2,538,391","2,943,638","2,412,707","3,088,916","3,225,926","1,513,222","3,040,410","2,747,042","1,203,462","2,534,072","792,328","2,053,247","1,189,395","3,418,347","505,621","1,068,825","2,066,361","701,578","875,869","2,582,729","1,522,198","1,960,327","1,947,512","809,258","1,588,046","544,816","3,624,659","2,535,946","3,117,087","1,845,386","2,616,542","5,097,303","987,696","1,833,929","942,097","728,505","1,357,281","1,671,111","1,401,351","1,922,487","1,130,743"
HMDB04983,"246,789","224,441","295,064","124,880","1,503,331","1,044,624","196,522","189,948","411,462","1,516,260","1,110,281","858,508","848,966","555,430","648,310","239,603","1,078,931","217,940","253,876","398,514","264,697","426,271","1,394,312","304,100","677,342","526,970","1,038,831","705,942","424,437","342,489","303,228","413,870","350,771","177,622","406,877","507,368",,"474,278","503,162","617,596","533,985","412,396","301,030","313,106","242,918","260,487","354,587","506,984","317,781","1,749,973"
HMDB01539,"51,617,640","47,373,020","46,650,872","57,475,516","60,345,168","60,636,720","57,278,260","49,731,020","38,981,648","50,311,200","47,441,500","51,210,552","59,294,392","58,659,332","56,229,132","57,088,472","60,533,900","59,743,200","51,737,948","44,619,760","54,511,292","48,111,176","60,768,160","41,667,568","65,431,708","55,993,048","47,884,484","48,485,496","54,943,752","42,727,536","51,382,004","58,676,072","51,629,576","48,473,496","69,572,168","53,763,728","63,959,160","58,949,860","45,015,440","57,451,620","60,130,120","51,533,812","56,062,344","53,382,952","53,844,064","55,650,484","61,437,808","49,529,032","46,346,824","58,227,796"
HMDB00092,"66,605,672","52,697,552","77,386,704","70,307,152","33,372,310","83,509,328","62,464,888","60,467,156","58,080,440","24,994,132","61,225,368","39,686,768","63,182,444","70,769,184","76,499,392","57,442,708","98,694,840","45,054,732","40,816,588","34,732,760","43,518,008","64,309,032","90,182,760","40,660,844","87,337,472","86,443,696","33,839,808","50,268,880","56,948,360","43,466,980","45,918,584","93,238,176","44,864,004","43,174,040","56,668,544","38,186,220","69,474,568","55,251,180","34,735,344","46,145,988","47,858,320","57,178,736","54,688,184","52,885,460","57,981,280","69,731,840","108,475,776","70,292,800","44,492,284","68,557,304"
,"482,067",,"707,967","718,582","344,589","719,298","369,734","422,686","55,274","253,938","181,172","438,416","246,013","769,476","56,701","135,775","643,821",,"980,968","1,614,885","238,074","344,948","200,299","696,356","260,531","1,117,736","196,728","284,180","617,606","279,693","1,138,282","178,066","122,091","432,378","295,512","193,341",,"141,847","388,682","502,647","249,801","335,405",,,"405,465","290,160","462,791","67,246","149,950","358,924"
HMDB61714,"871,435","440,875","984,650","410,738","664,551","663,908","1,156,006","3,004,793","427,386","2,316,350","762,098","1,139,455","1,063,572","533,219","505,013","1,062,733","281,268","1,775,376","521,433","704,037","524,124","689,334","858,601","601,053","708,347","605,828","300,827","890,264","557,060","825,571","469,490","964,792","1,243,838","1,124,650","1,119,969","2,124,342","773,376","1,257,097","692,477","617,964","1,357,001","586,923","396,771","1,001,421","1,467,312","1,018,496","827,402","786,134","794,481","1,389,915"
,"123,776","406,873","280,796","299,084","436,684","203,113","274,789","172,626","80,127","219,136","249,285","251,576","82,760","589,296","207,456","282,020","401,021","307,671","211,587","250,714","260,075","138,419","216,744","206,191","137,756","421,129","199,325","187,972","364,181","221,130","249,943","401,233","448,724","337,181","256,252","200,273","558,808","140,084","332,134","202,886","861,826","328,731","450,902","188,139","214,746","472,447","261,499","330,161","172,447","429,579"
HMDB02183,"20,533,624","8,922,063","9,851,357","14,829,261","15,287,412","16,739,367","34,843,840","50,529,836","20,543,724","41,929,196","16,729,138","57,527,736","39,084,984","27,779,428","18,317,956","23,908,718","10,997,271","49,234,836","10,213,340","24,585,388","13,739,535","15,904,945","15,539,838","21,922,180","21,481,780","23,439,740","5,241,562","27,238,360","21,762,374","79,240,224","13,324,358","19,988,872","23,005,696","33,978,048","13,490,528","63,408,664","9,613,619","20,922,480","41,015,816","73,332,592","24,677,480","21,990,224","6,275,778","37,233,308","43,988,872","15,804,796","13,868,569","13,155,139","9,988,066","50,741,224"
,"77,884","46,151",,"75,902",,,"127,013","153,172","134,822","87,562","115,428","129,087","183,403","239,817","83,293","76,737",,"60,946",,"85,884","88,783",,,"84,793","61,021","61,889",,,"72,940","271,790","77,638","65,534",,"65,941",,"137,161",,,"390,122","467,144","64,774","64,428",,"122,383","106,186","56,565","91,570","97,420",,"72,576"
,"415,393","48,592","94,009","590,389","109,203","77,354",,"178,692","89,068","366,429","433,456","237,173","1,304,732","663,326","602,186","160,390",,"220,096","51,876","395,266","300,355","106,980","338,004","551,575","803,717","1,654,378","208,315","586,931","620,017","960,390","735,568","259,017","155,707","275,337","96,384","458,866","501,766","188,356","1,388,281","180,741",,"937,178","339,564","1,043,780","273,257","163,895","104,780","289,490","195,328","280,446"
HMDB06528,"5,063,149","2,679,171","6,701,465","2,608,592","4,861,133","5,748,356","12,697,130","19,240,436","5,044,366","11,191,067","4,651,298","15,875,251","11,347,018","4,148,120","4,103,593","6,391,683","1,412,671","15,459,554","6,099,454","4,435,038","3,455,333","4,219,138","5,835,776","3,488,582","5,324,550","5,536,860","1,861,322","7,771,149","6,144,200","18,159,004","4,769,639","6,655,563","6,725,422","12,236,870","6,872,437","16,041,174","6,813,387","17,103,564","4,570,785","14,009,835","9,140,172","6,233,930","1,932,583","9,583,637","16,435,019","5,152,994","6,726,188","5,911,039","4,520,002","18,679,172"
HMDB01976,"5,122,186","2,602,364","3,057,802","2,618,387","3,466,466","4,620,758","9,681,398","14,427,883","2,416,595","11,598,698","5,141,034","4,610,580","6,437,872","2,670,072","2,851,609","9,483,218","1,887,855","17,903,676","3,439,731","5,333,262","2,633,269","4,448,575","4,730,011","4,620,117","6,308,530","4,220,603","2,080,682","7,575,971","4,724,760","7,284,727","3,615,194","7,300,791","6,565,505","8,921,937","5,799,700","14,078,714","5,432,657","11,700,689","3,737,832","2,699,445","6,848,331","6,092,676","2,309,322","10,933,130","13,994,115","4,873,455","7,242,925","5,268,032","4,163,215","10,331,537"
,,"64,118",,,"55,919",,"142,510","188,318","126,649",,,"109,043","107,529","139,975",,,"52,713",,"146,823",,"66,645","55,063",,,"69,508",,"95,478",,"80,532","110,524","109,805",,,"107,698","88,750","113,577","136,074",,"234,525","310,637","72,037",,,"84,336",,"74,779","165,236",,,"49,206"
HMDB02823,"1,009,796","236,298","666,794","411,831","360,338","423,858","996,494","2,358,612","190,774","1,308,384","539,688","788,521","833,519","384,450","197,899","478,425",,"1,318,012","388,684","406,813","267,650","281,287","416,069",,"372,014",,,"259,675","383,337","489,570","236,383","695,303","785,937","903,200","369,164","1,297,859","350,945","914,323","462,087","471,818","946,497","243,864",,"734,728","1,049,986","879,797","847,397",,"514,984","799,461"
,,"127,706","224,849","115,435","134,266","323,016","597,790","1,069,333",,"460,434","327,103","237,250","295,866","94,598","105,540","273,261",,"932,209","372,080","114,641","71,481","253,933","321,074","111,149","175,119",,,,"313,272","159,260","263,099","339,478","385,789","543,278","380,274","719,653","564,934","1,424,102","295,559","159,712","513,074","104,892",,"319,359","708,090","417,858","493,496","316,421","195,663","770,799"
,"3,661,623","915,598","4,259,654","3,653,311","2,531,938","2,272,964","4,332,703","5,359,880","1,037,757","4,950,697","1,453,422","4,430,256","4,786,801","3,213,733","3,311,717","4,298,750","429,851","3,177,458","1,580,978","2,163,304","4,068,598","1,540,656","3,166,295","2,526,403","3,673,170","3,535,462","792,553","3,418,423","3,898,420","3,026,664","2,665,969","2,896,041","3,429,803","4,694,569","4,355,066","5,612,115","5,605,799","3,137,468","3,623,140","2,548,510","4,216,374","3,846,589","1,551,000","7,069,116","3,396,268","3,848,545","1,989,122","2,189,129","2,948,510","7,186,936"
HMDB00623,"1,149,991","490,834","190,602","383,592","3,606,191","288,726","285,671","1,158,149","190,270","289,642","529,861","3,290,175","664,939","315,934","364,746","271,869","805,200","264,258","285,397","332,761","334,971","128,433","910,191","147,348","523,521","475,505","965,261","895,111","257,932","408,825","160,064","850,931","411,371","726,150","703,234","423,943","274,114","379,155","297,203","629,668","666,133","507,696","285,150","354,398","418,046","359,040","856,010","364,627","191,232","1,761,459"
,"282,808","110,476","131,403","126,142","56,897","134,217","127,980","332,161","60,830","213,973","108,073","700,554","663,603","86,207","107,005","135,340","318,156","126,698","79,674","49,086","214,903","116,598","237,291","47,295","776,493","134,047",,"158,106","100,966","119,660","123,382","301,433","215,441","207,656","547,144","263,564","217,331","317,290","183,120","179,844","310,957","223,103","56,250","304,210","289,954","206,123","108,796","113,614","144,105","513,980"
,"320,784",,"82,860","15,470,281","378,563","15,210,052","38,899",,,"150,701","847,038","99,641",,"29,399,976","27,968","187,630","3,064,502",,,"31,203,424","172,327","740,649","88,826","3,897,494",,"62,908",,,"30,962,948","263,130","29,140","65,577",,,"232,702","2,859,580",,,"16,419,961","7,589,093",,"267,737",,"297,474",,"35,062","793,755","306,177","10,432,867","1,129,005"
HMDB06275,"606,786","456,053","385,812","953,745","899,502","551,800","285,924","463,204","216,616","349,884","316,218","419,717","470,862","439,260","348,307","631,034","1,041,700","371,639","475,892","258,044","469,043","556,858","592,856","476,158","505,232","2,215,171","952,410","368,870","541,962","354,654","439,747","678,865","585,735","735,082","942,059","264,416","576,369","857,425","6,087,331","612,650","800,338","570,328","575,055","587,646","658,105","379,041","1,098,414","364,818","386,459","450,297"
HMDB04148,"242,433","52,779","62,968","189,222","242,245","159,319",,,,,,"75,604","97,082","171,352",,"61,812","261,210",,"124,203",,"67,492","63,446","91,467","70,555","99,722","827,786","249,076","34,221","82,831",,"57,568","143,732","82,947","107,655","239,712","83,040","101,049",,"1,755,421",,"218,830","168,351","117,381","83,502","121,498",,"213,810","75,959",,"160,930"
,"254,203","628,493","4,053,397","898,311","3,705,664","1,517,640","1,411,375","3,426,733","616,702","883,323","1,715,729","295,393","864,279","2,633,247","3,344,852","764,500","868,129","3,792,846","651,368","997,988","4,453,073","953,148","1,304,425","4,341,217","693,151","1,309,340","509,603","995,501","1,225,998","3,170,617","3,151,591","1,457,077","1,377,849","354,697","3,499,788","2,052,920","1,853,379","3,340,413","2,566,659","1,380,978","538,800","1,615,770","3,341,451","418,736","1,277,652","926,870","897,609","2,187,607","1,905,019","2,890,882"
HMDB15109,"1,744,867,200","2,541,844,992","1,962,598,272","1,722,120,192","2,409,441,280","2,009,405,952","3,543,967,232","2,328,662,784","2,498,584,576","2,065,259,264","2,322,533,888","2,205,156,608","2,133,345,408","2,179,835,136","2,522,825,984","2,944,334,080","2,024,896,512","2,621,024,768","1,525,436,928","1,826,216,192","1,976,886,400","2,230,413,312","2,207,742,208","1,974,199,040","1,682,535,040","2,058,748,928","2,090,488,320","2,139,395,712","2,344,171,008","2,085,241,984","2,570,332,928","2,258,934,272","3,865,697,536","2,717,669,376","2,476,060,672","2,740,996,864","2,246,867,456","1,980,334,848","1,998,407,808","2,838,511,104","2,550,042,112","1,963,008,256","1,732,012,160","1,918,722,176","2,039,361,920","2,751,219,968","2,444,494,848","1,931,388,928","2,369,962,240","2,293,232,896"
HMDB14763,,,"80,881,408",,,,,,"304,994,944",,,,,,,,"13,798,852",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"524,620","993,020","690,297","775,372","1,463,520","445,343","945,401","484,011","381,942","925,579","544,022","733,987","697,377","1,453,235","785,277","685,140","1,045,751","456,994","450,277","608,486","888,374","470,143","737,344","672,576","231,889","703,131","643,668","381,017","550,875","553,000","730,716","1,206,933","1,343,730","899,156","737,144","658,852","1,045,272","218,508","843,212","366,459","1,454,595","786,792","1,166,367","540,229","976,428","716,297","793,303","924,594","651,921","1,327,802"
HMDB01999,"2,309,354","1,324,870","3,013,509","1,931,557","3,281,853","3,477,956","5,908,761","10,181,169","4,672,839","6,097,165","2,376,631","11,905,639","7,653,104","3,537,353","2,994,667","3,210,167","2,886,371","9,861,086","3,764,643","2,860,916","2,396,001","3,541,665","1,818,377","1,989,989","3,000,456","5,582,582","1,043,494","6,520,701","3,618,447","30,067,486","2,352,921","3,684,230","3,867,129","8,098,290","3,024,550","7,905,721","4,080,203","8,199,001","3,157,080","28,200,676","5,071,997","3,577,913","1,188,107","4,620,319","8,653,998","2,051,567","3,577,353","2,100,200","1,687,806","12,157,089"
,"1,180,414","964,158","2,099,597","1,646,870","1,724,281","1,358,180","1,830,936","335,555","1,488,061","1,961,387","491,707","1,352,188","1,769,507","2,874,701","1,810,154","957,594","1,238,912","1,133,915","1,260,855","1,556,987","1,980,180","616,743","2,491,627","1,352,782","683,702","1,379,326","1,210,802","1,073,991","1,031,374","536,538","1,272,740","2,541,539","3,607,461","1,418,300","902,710","1,410,133","2,523,268","699,254","836,821","795,428","2,262,451","2,018,245","3,014,882","1,271,814","1,897,672","1,294,437","554,880","1,693,690","1,041,947","2,292,349"
HMDB02231,"27,967,630","12,271,153","23,524,310","7,421,043","16,970,370","33,166,946","29,940,838","50,353,240","9,163,298","43,828,432","27,536,976","39,900,344","29,147,132","11,483,231","17,171,114","27,597,604","6,947,821","50,065,608","14,229,213","15,180,308","10,357,098","15,503,879","24,682,788","10,429,224","16,287,357","15,886,178","6,108,842","21,652,052","19,188,216","22,797,036","11,196,429","20,838,636","30,014,066","27,341,844","40,301,880","42,863,916","21,366,646","52,575,128","20,935,374","14,889,418","26,695,114","14,843,600","6,630,229","24,946,930","49,726,232","31,280,348","22,533,660","19,523,564","20,587,048","50,624,116"
,"379,725","398,030","164,392","181,896","271,352","374,446","427,193","543,157","219,476","302,574","466,260","239,439","430,340","302,353","337,219","504,491","256,357","362,570","319,488","245,980","314,065","226,214","479,931","129,465","377,678","250,820","190,214","144,857","211,705","214,498","426,373","255,245","349,160","300,203","443,958","445,167","472,741","251,167","689,394","190,086","292,342","238,562","317,395","272,281","264,425","321,588","307,549","460,494","414,750","386,835"
,,"46,913,224",,,,"33,820","270,491","334,329",,"1,151,184",,,"94,751,152","188,146","246,696",,"74,792","70,321,240",,,"1,152,367","96,511","885,591","250,106","55,580","69,350","180,773","4,459,421",,,"368,909","106,293,824",,,,,"1,514,859",,,"36,472",,,,"2,922,752",,"40,687,140","79,714,640",,"1,422,922",
HMDB15017,,"656,107","434,227",,,,,,"296,285","96,517","188,880","1,896,759","640,837",,"27,462","6,571,369",,"1,031,137","4,462,819",,,,,,"114,448",,,"149,906",,"173,023",,"2,612,488",,"1,777,247",,,"58,274",,,,,,"2,572,211","57,921","437,790","1,489,553","1,958,858",,,"71,779"
,"1,693,741","7,772,023","798,886","7,317,550","2,745,793","4,015,646","15,771,485","2,516,937","288,793","4,543,577","2,530,349","1,581,322","1,684,749","5,782,939","2,014,057","1,935,683","139,701","6,333,237","357,997","773,119","509,172","4,686,697","3,342,656","3,833,863","3,235,732","542,963","5,722,565","6,193,021","12,357,660","12,236,858","3,781,775","3,225,772","4,449,319","1,627,925","4,029,007","2,896,602","1,595,222","3,404,703","6,542,408","8,418,444","189,962","1,581,923","51,894","1,151,676","1,663,259","5,548,025","614,791","4,320,403","12,511,987","8,684,196"
HMDB03045,"2,323,942","835,853","1,622,225","1,088,950","1,880,603","1,736,194","1,823,215","1,467,118","764,693","2,743,344","1,359,737","1,669,483","1,855,130","2,132,136","2,127,432","2,757,028","1,154,987","1,353,051","1,208,269","899,332","1,107,519","2,151,525","1,451,226","1,268,715","1,219,236","2,208,782","1,390,264","4,902,048","1,905,725","1,287,617","2,056,030","3,629,451","1,683,502","2,600,295","2,957,292","1,636,711","1,820,143","748,561","924,285","6,662,246","1,071,281","679,419","1,287,627","2,169,224","3,806,979","2,380,188","2,327,794","1,514,790","2,686,870","2,209,801"
HMDB02068,"2,864,449","2,548,195","3,266,680","1,072,042","1,504,608","3,565,720","4,071,868","4,024,002","1,894,482","3,744,220","4,308,566","4,089,953","3,800,279","1,850,935","3,238,263","4,062,140","5,158,569","3,423,905","2,472,243","3,131,534","1,499,348","5,742,247","2,739,870","1,177,638","1,428,673","2,222,672","1,490,722","2,375,205","5,241,434","5,664,464","2,791,551","2,430,274","2,999,486","2,214,328","8,306,484","2,570,436","4,789,968","4,933,999","3,887,554","1,513,220","5,836,435","930,736","811,437","2,133,316","2,255,489","2,879,487","3,285,714","1,458,861","3,834,234","5,797,939"
,"85,727","143,666",,,"59,725","75,380","86,990",,,"54,951",,,"69,368","47,751","66,585","86,850","186,437","272,528","61,708",,"59,308","64,420","92,007",,,"48,411",,,,,"99,059",,"87,000",,,"96,305","183,924",,,,,"45,124","62,244","51,014","75,506","68,088",,"135,296","103,394","102,225"
HMDB02994,"1,865,957","1,834,756","2,348,363","2,951,254","2,539,415","3,224,198","2,219,042","2,541,039","1,324,122","1,154,024","1,879,504","2,345,704","2,477,205","2,567,077","1,971,627","1,248,161","3,090,379","1,267,443","2,487,369","2,621,100","1,917,206","2,228,027","1,739,131","1,665,989","2,950,425","2,529,575","1,586,153","1,762,301","2,909,951","2,045,880","2,927,223","1,658,627","1,154,497","2,137,397","3,473,264","1,447,016","1,702,705","2,195,951","3,462,187","9,662,508","3,302,139","1,921,039","2,092,850","1,050,668","1,848,178","1,749,743","4,154,912","954,588","1,654,901","3,549,868"
HMDB00613,"118,336,280","109,609,928","109,752,656","159,025,664","110,332,696","128,856,912","95,545,792","163,626,000","68,175,688","95,481,440","106,438,336","115,888,192","123,690,592","129,917,968","111,529,968","81,683,072","135,916,784","75,379,808","135,915,824","120,309,472","89,046,272","96,838,120","96,791,320","79,882,472","128,919,624","146,222,672","92,937,776","100,969,384","131,976,504","115,288,880","151,172,784","80,733,264","70,572,568","124,583,176","173,350,240","90,835,600","105,294,088","82,064,128","146,956,816","104,915,936","161,794,736","93,643,480","108,354,496","75,971,816","100,537,744","85,344,256","200,670,672","76,799,856","86,930,848","123,502,928"
HMDB01425,,,,"34,300",,,"72,884",,,"1,806,256",,,,,,,,"103,828",,,,,,"128,687",,,,,,,"55,221","38,993",,,,,,,,"37,258",,,,,,,,,"21,222",
,"88,734","185,866",,"73,073","407,510","289,680","19,533","520,006","91,214","27,644","79,319","263,177","216,196","82,787","62,223","2,792,170","56,661","1,309,521","82,964","53,882","275,532","9,919,764",,"35,241","111,360",,"65,087","39,656","175,711","150,958","181,376","1,451,581",,"2,504,502","6,673,280","798,979","31,588","356,995","180,943","103,343","1,453,378","70,454","56,586",,"7,230,554","94,148","105,886","133,373","788,721","6,297,046"
HMDB10325,,,,,,,,,"170,897",,,"46,295","97,673",,,"1,325,600",,"4,497,558",,,,"1,264,250",,,,"69,607",,,,,"82,224","283,670",,"251,201","2,015,739",,,"129,910",,,"1,589,413",,,,"1,666,531",,,,,"1,382,970"
,"210,841","845,190",,"109,511","747,179","142,898","664,220","709,358","141,972","304,367","49,582","216,451","211,702","225,699","1,527,092","2,744,672","142,938","460,326","83,452","115,650","181,585","1,162,707","116,481","132,626","886,901","10,248,021","162,352","254,706","129,626","189,276","1,044,650","491,945","7,325,722","2,895,586","1,171,470","350,079","384,689","2,263,976","638,204","1,128,207","666,928","220,752","400,063","547,252","1,971,438","2,281,602","1,008,591","101,349","901,196","973,917"
HMDB00622,"14,233,576","9,113,843","16,562,368","12,929,728","13,374,942","57,988,328","9,827,057","20,429,056","5,849,160","11,116,618","20,164,408","14,857,360","18,092,980","8,558,081","8,630,464","5,716,074","37,634,232","12,871,774","10,252,244","13,199,354","9,403,069","7,270,888","18,645,128","7,524,715","16,487,585","9,512,387","8,508,132","12,862,681","11,993,949","10,200,113","8,902,171","19,268,860","8,828,138","8,669,423","14,747,978","10,279,016","10,364,710","15,322,888","44,678,740","12,226,040","18,831,528","9,664,377","9,226,625","8,716,853","12,765,799","12,972,437","18,295,428","11,213,950","5,969,680","16,994,794"
HMDB04484,"167,031","402,530","264,171","562,519","647,591","607,360","312,730","240,117","216,812","270,989","358,186","81,616","149,251","1,150,365","293,042","156,317","45,141","191,509",,"266,920","181,924","357,588","185,363","989,501","469,154","77,393","185,148","75,946","577,505","542,702","477,057","488,184","808,109","64,449","682,115","210,082","246,664","307,379","1,025,650","401,951","41,115","278,251","250,670","84,121","384,337","338,896","119,492","584,267","510,765","467,062"
,"799,179","503,859",,"229,256","38,725",,"55,461","37,936","38,995","67,286","296,149","620,074",,"536,650","382,054","56,156","295,132","43,341","650,021","120,070","301,143","514,231","86,297","102,577","1,957,216","609,101",,"42,740","270,471","66,890",,"33,852","408,486",,"897,399",,,"258,595","1,629,531","219,795","35,176",,"385,803",,"1,138,264",,"317,152","192,473","65,841","63,533"
HMDB01248,"32,807","37,440","49,033","21,541","49,254","45,365","69,727","105,468","42,337","53,969","41,458","42,414","42,942","35,212","35,275","51,959","61,256","35,148","31,714","33,052","60,056","54,548","38,530","68,359","36,613","28,774","25,324","43,031","24,407","48,174","36,838","35,706","41,980","54,201","49,090","50,876","32,072","53,456","43,033","58,496","64,381","42,372","33,220","37,786","51,895","47,299","49,046","20,291","41,444","35,657"
,,,"2,119,004",,,,,,,,,,,,,,,,,,,,,,,,,,,"2,017,316",,,,,,"2,830,891",,,,,,,,,,,,,,
HMDB00854,"1,527,856","1,112,901","2,142,521","1,665,708","842,691","1,661,875","1,591,788","2,847,470","343,130","1,132,211","544,776","1,257,332","1,579,127","669,610","1,010,663","2,443,390","6,557,338","714,948","388,328","919,222","395,322","922,801","1,056,703","661,060","1,231,697","1,328,771","1,328,264","2,164,493","2,145,121","913,711","2,528,535","6,587,800","1,145,199","1,024,739","2,302,891","922,591","1,448,993","2,456,760","2,337,375","1,452,621","2,665,541","1,204,719","641,097","859,782","1,330,109","1,139,002","2,577,571","1,590,321","960,294","994,544"
HMDB00660,"35,182,176","115,767,336","36,072,080","14,313,082","21,034,616","15,615,995","10,087,132","8,072,283","26,959,756","23,864,220","37,149,436","32,655,560","14,212,839","37,258,748","32,393,508","16,952,960","76,065,000","25,260,036","39,629,692","84,015,688","22,143,708","28,141,026","13,437,981","17,200,432","30,589,646","39,353,176","33,721,952","33,060,676","20,405,614","52,657,316","30,562,844","15,503,779","16,938,268","20,509,710","24,788,152","26,737,340","33,187,292","22,345,202","33,178,180","24,832,204","120,775,312","33,718,444","30,704,386","32,106,894","40,968,920","21,687,910","16,911,578","19,382,468","9,958,868","46,329,956"
